Código AMIE|Nombre de la Institución Educativa|Código División Política Administrativa Provincia|Provincia|Código División Política Administrativa  Cantón|Cantón|Código División Política Administrativa  Parroquia|Parroquia|Zona Administrativa|Denominación del Distrito|Código de Distrito|Código de Circuito Educativo| Unidad Administrativa Circuital (propuesta de ubicación)|Casos excepcionales|Sostenimiento|Régimen Escolar|Jurisdicción|Tipo de Educación|Modalidad|Jornada|Nivel|Etnia|Nacionalidad|Pueblo|Institución Educativa georeferenciada|Institución responsable|Acceso (terrestre/ aéreo/fluvial)|Número de estudiantes|Número de docentes|Estado
19H00364|PRINCESA TOA|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190652|PACHICUTZA|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C03||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|17|2|Activa
19H00366|LEONIDAS GARCIA|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190652|PACHICUTZA|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C03||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|95|11|Activa
19H00261|TUMBEZ MARAÑON|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190650|EL PANGUI|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C03||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|553|24|Activa
19H00295|CARMEN VALDIVIEZO|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190650|EL PANGUI|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C03||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Shuar|Shuar|SI|3|Terrestre|38|2|Activa
19H00323|JUDITH TAPIA|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190650|EL PANGUI|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C03||0|Fiscal|ORIENTE|Hispana|Educación Especial|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|15|3|Activa
19H00326|UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXT PANGUI|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190650|EL PANGUI|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C03||0|Fiscomisional|ORIENTE|Hispana|Popular Permanente|A Distancia|Matutina y Vespertina|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|SI|3|Terrestre|307|7|Activa
19H00327|5 DE JUNIO|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190650|EL PANGUI|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C03||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|47|3|Activa
19H00331|DEMETRIO AGUILERA MALTA|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190650|EL PANGUI|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C03||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|15|1|Activa
19H00332|PRIMARIA POPULAR LA ALFONSINA RECTA DEL PANGUI|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190650|EL PANGUI|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C03||0|Fiscal|ORIENTE|Hispana|Popular Permanente|Presencial|Vespertina y Nocturna|Alfabetización P.P|Mestiza|No aplica|No Aplica|SI|3|Terrestre|17|1|Activa
19H00333|CAPITAN MARTIN (PRIMARIA)|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190650|EL PANGUI|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C03||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Shuar|Shuar|SI|3|Fluvial|28|1|Activa
19H00335|JOSE PERALTA (PRIMARIA)|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190650|EL PANGUI|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C03||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|11|1|Activa
19H00337|ECUADOR AMAZONICO|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190650|EL PANGUI|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C03|SI|0|Fiscomisional|ORIENTE|Hispana|Educación regular|Presencial|Matutina y Nocturna|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|SI|3|Terrestre|990|41|Activa
19H00568|PRIMARIA POPULAR EL QUIMI|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190653|TUNDAYME|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C04||0|Fiscal|ORIENTE|Hispana|Popular Permanente|Presencial|Vespertina y Nocturna|Alfabetización P.P|Mestiza|NULL|NULL|NO|0|Terrestre|14|1|Activa
19H00578|JUAN JOSE URDIALES|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190653|TUNDAYME|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C04||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|NULL|NULL|NO|0|Terrestre|6|1|Activa
19B00056|WISUM|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190651|EL GUISME|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C04||0|Fiscal|ORIENTE|Bilingüe|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Indígena|Shuar|Shuar|SI|3|Terrestre|21|1|Activa
19H00511|MANUEL CHIMBO CABRERA|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190651|EL GUISME|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C04||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Shuar|Shuar|SI|3|Terrestre|27|1|Activa
19H00339|PRIMARIA POPULAR LA PALMIRA|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190651|EL GUISME|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C04||0|Fiscal|ORIENTE|Hispana|Popular Permanente|Presencial|Nocturna|Alfabetización P.P|Mestiza|No aplica|No Aplica|SI|3|Terrestre|15|1|Activa
19H00342|REPUBLICA DE ISRAEL|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190651|EL GUISME|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C04||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|17|1|Activa
19H00344|PADRE JUAN BAUTISTA AGUIRRE|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190651|EL GUISME|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C04||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|14|1|Activa
19H00346|MIGUEL ÁNGEL ZAMBRANO|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190651|EL GUISME|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C04||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|6|1|Activa
19H00347|RIO CHUCHUMBLETZA|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190651|EL GUISME|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C04||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|16|1|Activa
19H00348|JOSE HERMINIO CARRION|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190651|EL GUISME|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C04||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|11|1|Activa
19H00349|CALICUCHIMA (PRIMARIO)|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190651|EL GUISME|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C04||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Shuar|Shuar|SI|3|Terrestre|21|2|Activa
19H00350|UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXT GUISMI|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190651|EL GUISME|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C04||0|Fiscomisional|ORIENTE|Hispana|Popular Permanente|A Distancia|Matutina y Vespertina|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|SI|3|Terrestre|47|3|Activa
19H00356|HUALCOPO DUCHICELA|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190651|EL GUISME|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C04||0|Fiscomisional|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Indígena|Shuar|Waranka|SI|3|Terrestre|208|12|Activa
19H00357|JUAN BENIGNO VELA|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190651|EL GUISME|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C04||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|43|3|Activa
19H00367|FRAY JODOCO RICKE|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190653|TUNDAYME|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C04||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Shuar|Waranka|SI|3|Terrestre|23|1|Activa
19H00368|ESCUELA ANDRES BELLO|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190653|TUNDAYME|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C04||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|16|1|Activa
19H00369|JAIME ROLDOS AGUILERA|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190653|TUNDAYME|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C04||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Inicial Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|SI|3|Terrestre|171|11|Activa
19H00370|UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXT TUNDAYME|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190653|TUNDAYME|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C04||0|Fiscomisional|ORIENTE|Hispana|Popular Permanente|A Distancia|Matutina y Vespertina|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|SI|3|Terrestre|43|7|Activa
19H00371|TRES DE NOVIEMBRE|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190653|TUNDAYME|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C04||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|7|1|Activa
19H00330|PRIMARIA  POPULAR  MIASSI|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190651|EL GUISME|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C04||0|Fiscal|ORIENTE|Hispana|Popular Permanente|Presencial|Nocturna|Alfabetización P.P|Mestiza|No aplica|No Aplica|SI|3|Terrestre|15|1|Activa
19H00334|SARGENTO MIGUEL AVANANCHI|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190651|EL GUISME|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C04||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|7|1|Activa
19H00353|ABELARDO MONCAYO|19|ZAMORA CHINCHIPE|1906|EL PANGUI|190651|EL GUISME|Zona 7|YANTZAZA – EL PANGUI|19D04|19D04C04|SI|0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|136|11|Activa
19H00538|PRIMARIA POPULAR SANTA ROSA Y SAN RAMON|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190350|GUAYZIMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C01||0|Fiscal|ORIENTE|Hispana|Popular Permanente|Presencial|Matutina|Alfabetización P.P|Mestiza|No aplica|No Aplica|NO|0|Terrestre|15|1|Activa
19H00552|PRIMARIA POPULAR GUAYZIMI|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190350|GUAYZIMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C01||0|Fiscal|ORIENTE|Hispana|Popular Permanente|Presencial|Matutina|Educación Básica y Alfabetización P.P.|Mestiza|NULL|NULL|NO|0|Terrestre|17|1|Activa
19B00116|RAMON AUJTAKAI|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190350|GUAYZIMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C01||0|Fiscal|ORIENTE|Bilingüe|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Shuar|Shuar|NO|0|Terrestre|16|1|Activa
19H00207|UNIDAD EDUCATIVA EXPERIMENTAL A DISTANCIA DE ZAMORA CH EXT GUAYZIMI|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190350|GUAYZIMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C01||0|Fiscomisional|ORIENTE|Hispana|Popular Permanente|A Distancia|Matutina y Vespertina|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|0|Terrestre|145|7|Activa
19H00508|CENTRO ARTESANAL GUAYZIMI|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190350|GUAYZIMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C01||0|Fiscal|ORIENTE|Hispana|Popular Permanente|Presencial|Nocturna|Educación Básica|Mestiza|No aplica|No Aplica|NO|0|Terrestre|25|4|Activa
19H00206|SOLDADO VICENTE ARNULFO ROSERO PALACIOS|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190350|GUAYZIMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C01||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|187|9|Activa
19H00209|MONS JORGE MOSQUERA|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190350|GUAYZIMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C01||0|Fiscomisional|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|319|15|Activa
19H00223|MIGUEL DE SANTIAGO|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190350|GUAYZIMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C01||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|13|1|Activa
19B00006|DOLORES CACUANGO|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190350|GUAYZIMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C01||0|Fiscal|ORIENTE|Bilingüe|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Kichwa|Saraguro|NO|1|Terrestre|16|1|Activa
19B00008|FELIPE WAMPASH|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190350|GUAYZIMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C01||0|Fiscal|ORIENTE|Bilingüe|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Shuar|Shuar|NO|1|Terrestre|35|1|Activa
19B00009|JOSE LUIS NANTIPA|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190350|GUAYZIMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C01||0|Fiscal|ORIENTE|Bilingüe|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Indígena|Shuar|Shuar|NO|1|Terrestre|98|9|Activa
19B00013|ISABEL WAMPASH|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190350|GUAYZIMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C01||0|Fiscal|ORIENTE|Bilingüe|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Indígena|Shuar|Shuar|NO|1|Terrestre|45|3|Activa
19H00211|COLEGIO TECNICO AGROPECUARIO RIO NANGARITZA|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190350|GUAYZIMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C01|SI|0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina y Nocturna|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|435|22|Activa
19B00083|BASE SUR|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190351|ZURMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C02||0|Fiscal|ORIENTE|Bilingüe|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Shuar|Shuar|NO|0|Fluvial|21|1|Activa
19B00084|JUAN CHUINDA|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190351|ZURMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C02||0|Fiscal|ORIENTE|Bilingüe|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Indígena|Shuar|Shuar|NO|0|Terrestre|86|8|Activa
19B00085|NUNKUI|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190351|ZURMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C02||0|Fiscal|ORIENTE|Bilingüe|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Shuar|Shuar|NO|0|Terrestre|9|1|Activa
19B00086|TERESA YAMPIK|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190351|ZURMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C02||0|Fiscal|ORIENTE|Bilingüe|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Shuar|Shuar|NO|0|Fluvial|15|1|Activa
19B00087|TENTETS|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190351|ZURMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C02||0|Fiscal|ORIENTE|Bilingüe|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Shuar|Shuar|NO|0|Terrestre|10|1|Activa
19B00115|TSENKEANK|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190351|ZURMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C02||0|Fiscal|ORIENTE|Bilingüe|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Shuar|Shuar|NO|0|Fluvial|8|1|Activa
19B00134|JOSÉ SHARUP|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190351|ZURMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C02||0|Fiscal|ORIENTE|Bilingüe|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Shuar|Shuar|NO|0|Fluvial|26|2|Activa
19H00496|FRONTERA ECUATORIANA|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190351|ZURMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C02||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|0|Terrestre|4|1|Activa
19H00224|UNIDAD EDUCATIVA EXPERIMIENTAL A DISTANCIA ZAMORA CH EXT ZURMI|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190351|ZURMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C02||0|Fiscomisional|ORIENTE|Hispana|Popular Permanente|A Distancia|Matutina y Vespertina|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|0|Terrestre|48|4|Activa
19B00072|SAN MARTIN DE PORRES|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190351|ZURMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C02||0|Fiscal|ORIENTE|Bilingüe|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Kichwa|Saraguro|NO|1|Terrestre|13|1|Activa
19H00217|EMBLEMA NACIONAL|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190351|ZURMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C02||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Shuar|Shuar|NO|1|Fluvial|16|1|Activa
19H00218|CORDILLERA DEL CONDOR|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190351|ZURMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C02||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|52|3|Activa
19H00220|CABO CARLOS CHAMBA PALADINES|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190351|ZURMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C02||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|6|1|Activa
19H00222|MANUEL SARANGO ROMERO|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190351|ZURMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C02||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|64|4|Activa
19B00010|YAWINTS|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190351|ZURMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C02||0|Fiscal|ORIENTE|Bilingüe|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Shuar|Shuar|NO|1|Terrestre|38|2|Activa
19B00012|JOSE ANTONIO|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190351|ZURMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C02||0|Fiscal|ORIENTE|Bilingüe|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Shuar|Shuar|NO|1|Fluvial|31|1|Activa
19B00014|ETSEKIAM|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190351|ZURMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C02||0|Fiscal|ORIENTE|Bilingüe|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Shuar|Shuar|NO|1|Fluvial|21|1|Activa
19H00215|PEDRO FERMIN CEVALLOS|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190351|ZURMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C02|SI|0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Inicial Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|236|13|Activa
19H00567|VICTOR REYES CARDENAS |19|ZAMORA CHINCHIPE|1903|NANGARITZA|190351|ZURMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C02|||Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|NULL|NULL|||Terrestre|8|1|Activa
19H00581|PRIMARIA POPULAR LOS GERANIOS|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190351|ZURMI|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C02|||Fiscal|ORIENTE|Hispana|Popular Permanente|Presencial|Matutina|Alfabetización P.P|Mestiza|NULL|NULL|||Terrestre|16|1|Activa
19B00011|TIWIRAM|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190352|NUEVO PARAISO|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C03||0|Fiscal|ORIENTE|Bilingüe|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Shuar|Shuar|NO|1|Fluvial|35|3|Activa
19B00015|ARUTAM|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190352|NUEVO PARAISO|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C03||0|Fiscal|ORIENTE|Bilingüe|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Shuar|Shuar|NO|1|Fluvial|24|2|Activa
19B00016|WAMPACH|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190352|NUEVO PARAISO|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C03||0|Fiscal|ORIENTE|Bilingüe|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Shuar|Shuar|NO|1|Fluvial|63|6|Activa
19H00227|MANUEL CAIZA UNTUÑA|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190352|NUEVO PARAISO|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C03||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Fluvial|37|3|Activa
19H00225|TENIENTE SEGUNDO QUIROZ|19|ZAMORA CHINCHIPE|1903|NANGARITZA|190352|NUEVO PARAISO|Zona 7|NANGARITZA – CENTINELA DEL CÓNDOR – PAQUISHA|19D02|19D02C03|SI|0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|86|5|Activa
19H00421|CELSO BERMEO ROA|19|ZAMORA CHINCHIPE|1908|PALANDA|190850|PALANDA|Zona 7|PALANDA – CHINCHIPE|19D03|19D03C05_a||0|Fiscal|ORIENTE|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|0|Terrestre|12|1|Activa
19H00438|UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXT PALANDA|19|ZAMORA CHINCHIPE|1908|PALANDA|190850|PALANDA|Zona 7|PALANDA – CHINCHIPE|19D03|19D03C05_a||0|Fiscomisional|ORIENTE|Hispana|Popular Permanente|A Distancia|Matutina y Vespertina|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|224|7|Activa
