Código AMIE|Nombre de la Institución Educativa|Código División Política Administrativa Provincia|Provincia|Código División Política Administrativa  Cantón|Cantón|Código División Política Administrativa  Parroquia|Parroquia|Zona Administrativa|Denominación del Distrito|Código de Distrito|Código de Circuito Educativo| Unidad Administrativa Circuital (propuesta de ubicación)|Casos excepcionales|Sostenimiento|Régimen Escolar|Jurisdicción|Tipo de Educación|Modalidad|Jornada|Nivel|Etnia|Nacionalidad|Pueblo|Institución Educativa georeferenciada|Institución responsable|Acceso (terrestre/ aéreo/fluvial)|Número de estudiantes|Número de docentes|Estado
07H00657|DR CARLOS CORNEJO ORBE|07|EL ORO|0706|EL GUABO|070654|RIO BONITO|Zona 7|PASAJE – CHILLA – EL GUABO|07D01|07D01C06||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|254|14|Activa
07H01473|VICENTE  MAYA|07|EL ORO|0706|EL GUABO|070650|EL GUABO|Zona 7|PASAJE – CHILLA – EL GUABO|07D01||||Fiscal|COSTA|Hispana|Popular Permanente|A Distancia|Matutina|Educación Básica y Bachillerato|Mestiza|NULL|NULL|||Terrestre|16|1|Activa
07H01474|VICENTE  MAYA  2|07|EL ORO|0706|EL GUABO|070650|EL GUABO|Zona 7|PASAJE – CHILLA – EL GUABO|07D01||||Fiscal|COSTA|Hispana|Popular Permanente|A Distancia|Matutina|Educación Básica y Bachillerato|Mestiza|NULL|NULL|||Terrestre|318|10|Activa
07H01412|JOSE MAYON|07|EL ORO|0707|HUAQUILLAS|070701|ECUADOR|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C05||0|Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Vespertina|Alfabetización y Artesanal P.P|Mestiza|No aplica|No Aplica|NO|0|Terrestre|28|1|Activa
07H00684|MAXIMILIANO PEÑALOZA CASTRO|07|EL ORO|0707|HUAQUILLAS|070701|ECUADOR|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C05||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|205|9|Activa
07H00687|JOSE ANSELMO GARCIA CAJAMARCA|07|EL ORO|0707|HUAQUILLAS|070701|ECUADOR|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C05||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|450|20|Activa
07H00693|ANGEL POLIVIO MARQUEZ PACHECO|07|EL ORO|0707|HUAQUILLAS|070701|ECUADOR|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C05||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|605|22|Activa
07H00698|16 DE JULIO|07|EL ORO|0707|HUAQUILLAS|070702|EL PARAISO|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C05||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|206|10|Activa
07H00715|JUAN MONTALVO|07|EL ORO|0707|HUAQUILLAS|070704|MILTON REYES|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C05||0|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|124|17|Activa
07H00720|PRIMERO DE OCTUBRE|07|EL ORO|0707|HUAQUILLAS|070705|UNION LOJANA|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C05||0|Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Vespertina|Artesanal P.P|Mestiza|No aplica|No Aplica|NO|1|Terrestre|28|1|Activa
07H00725|ALEJANDRO CAMPOVERDE ANDRADE|07|EL ORO|0707|HUAQUILLAS|070704|MILTON REYES|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C05||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Nocturna|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|36|4|Activa
07H00728|JAIME HURTADO GONZALEZ|07|EL ORO|0707|HUAQUILLAS|070705|UNION LOJANA|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C05||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|212|8|Activa
07H00731|PROF NANCY ALBAN CASTRO|07|EL ORO|0707|HUAQUILLAS|070705|UNION LOJANA|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C05||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|100|5|Activa
07H00733|PRESIDENTE JAIME ROLDOS AGUILERA|07|EL ORO|0707|HUAQUILLAS|070705|UNION LOJANA|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C05||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|414|20|Activa
07H00735|DON BOSCO|07|EL ORO|0707|HUAQUILLAS|070705|UNION LOJANA|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C05||0|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|272|22|Activa
07H00736|ESPIRITU DE SABIDURIA|07|EL ORO|0707|HUAQUILLAS|070705|UNION LOJANA|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C05||0|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|154|24|Activa
07H00738|PRINCIPE DE PAZ|07|EL ORO|0707|HUAQUILLAS|070705|UNION LOJANA|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C05||0|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina y Vespertina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|153|11|Activa
07H00745|SEIS DE OCTUBRE|07|EL ORO|0707|HUAQUILLAS|070701|ECUADOR|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C05||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina y Nocturna|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|747|43|Activa
07H00559|MARIA LEONOR MINUCHE ARMIJOS|07|EL ORO|0707|HUAQUILLAS|070701|ECUADOR|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C05||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|47|6|Activa
07H00561|MANUEL REINALDO BENALCAZAR CASTILLO|07|EL ORO|0707|HUAQUILLAS|070705|UNION LOJANA|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C05||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|141|9|Activa
07H00695|REMIGIO GEO GOMEZ GUERRERO|07|EL ORO|0707|HUAQUILLAS|070701|ECUADOR|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C05|SI|0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|1677|86|Activa
07H00729|ERNESTINA VALAREZO MOSQUERA|07|EL ORO|0707|HUAQUILLAS|070705|UNION LOJANA|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C05||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|149|7|Activa
07H00732|CLOTARIO IÑIGUEZ LUZURIAGA|07|EL ORO|0707|HUAQUILLAS|070705|UNION LOJANA|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C05||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|346|13|Activa
07H00741|UNIDAD EDUC  DEL MILENIO  LIC OLGA CAMPOVERDE C|07|EL ORO|0707|HUAQUILLAS|070705|UNION LOJANA|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C05||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|SI|3|Terrestre|736|41|Activa
07H01482|VICENTE  MAYA    -  EXTENSIÓN|07|EL ORO|0707|HUAQUILLAS|070705|UNION LOJANA|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C05|||Fiscal|COSTA|Hispana|Popular Permanente|A Distancia|Matutina|Educación Básica|Mestiza|NULL|NULL|||Terrestre|83|4|Activa
07H00683|HUAQUILLAS|07|EL ORO|0707|HUAQUILLAS|070701|ECUADOR|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C06||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Vespertina y Nocturna|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|1531|88|Activa
07H00685|PRIMERO DE OCTUBRE|07|EL ORO|0707|HUAQUILLAS|070701|ECUADOR|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C06||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|557|22|Activa
07H00689|LICEO EDUCATIVO JUAN XXIII|07|EL ORO|0707|HUAQUILLAS|070701|ECUADOR|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C06||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|641|19|Activa
07H00697|MONSEÑOR LEONIDAS PROAÑO VILLALBA|07|EL ORO|0707|HUAQUILLAS|070702|EL PARAISO|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C06||0|Municipal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|837|40|Activa
07H00700|MATILDE HIDALGO DE PROCEL|07|EL ORO|0707|HUAQUILLAS|070702|EL PARAISO|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C06||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|331|18|Activa
07H00703|CLEMENCIA GRANDA ROMERO|07|EL ORO|0707|HUAQUILLAS|070703|HUALTACO|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C06||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|61|6|Activa
07H00704|VICENTE PUERTAS CITELLY|07|EL ORO|0707|HUAQUILLAS|070703|HUALTACO|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C06||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|160|7|Activa
07H00708|PROF HELENA CRIOLLO RETTO|07|EL ORO|0707|HUAQUILLAS|070704|MILTON REYES|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C06||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|382|15|Activa
07H00709|CENTRO DE FORMACION ARTESANAL FISCAL HUAQUILLAS|07|EL ORO|0707|HUAQUILLAS|070702|EL PARAISO|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C06||0|Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Nocturna|Educación Básica y Artesanal P.P|Mestiza|No aplica|No Aplica|NO|1|Terrestre|203|13|Activa
07H00710|CAP CESAR EDMUNDO CHIRIBOGA GONZALEZ|07|EL ORO|0707|HUAQUILLAS|070704|MILTON REYES|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C06||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|714|23|Activa
07H00711|CIUDAD DE MACARA|07|EL ORO|0707|HUAQUILLAS|070704|MILTON REYES|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C06||0|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|37|7|Activa
07H00719|INSTITUTO DE EDUCACION ESPECIAL HUAQUILLAS|07|EL ORO|0707|HUAQUILLAS|070704|MILTON REYES|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C06||0|Fiscal|COSTA|Hispana|Educación Especial|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|80|3|Activa
07H00722|RODRIGO CHAVEZ GONZALEZ|07|EL ORO|0707|HUAQUILLAS|070704|MILTON REYES|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C06||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|357|18|Activa
07H00726|FROILAN SUQUINAGUA BERMEO|07|EL ORO|0707|HUAQUILLAS|070704|MILTON REYES|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C06||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|145|8|Activa
07H00562|NIÑOS DE BELEN|07|EL ORO|0707|HUAQUILLAS|070702|EL PARAISO|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C06||0|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|86|10|Activa
07H00564|CIUDAD DE HUAQUILLAS   RED EDUCATIVA H1|07|EL ORO|0707|HUAQUILLAS|070702|EL PARAISO|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C06||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|868|42|Activa
07H00565|MARCO ARTURO PEREIRA LARREA|07|EL ORO|0707|HUAQUILLAS|070701|ECUADOR|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C06||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Nocturna|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|12|1|Activa
07H00727|SARA SERRANO DE MARIDUEÑA|07|EL ORO|0707|HUAQUILLAS|070704|MILTON REYES|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C06|SI|0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Vespertina|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|422|24|Activa
07H00706|LCDO ALONSO CRISTOBAL CAMPOVERDE CAMPOVERDE|07|EL ORO|0707|HUAQUILLAS|070703|HUALTACO|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C06||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|118|9|Activa
07H00712|GRAL VICENTE ANDA AGUIRRE|07|EL ORO|0707|HUAQUILLAS|070704|MILTON REYES|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C06||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|348|19|Activa
07H00723|REPUBLICA DEL ECUADOR NO 52|07|EL ORO|0707|HUAQUILLAS|070704|MILTON REYES|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C06||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|534|23|Activa
07H00724|JACINTA VALDIVIEZO BANEGAS|07|EL ORO|0707|HUAQUILLAS|070704|MILTON REYES|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C06||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|515|22|Activa
07H01312|SEMILLITAS DE SION|07|EL ORO|0707|HUAQUILLAS|070703|HUALTACO|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C06||0|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|SI|3|Terrestre|27|0|Activa
07H01490|DR. EUGENIO ESPEJO|07|EL ORO|0707|HUAQUILLAS|070703|HUALTACO|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C06|||Particular|COSTA|Hispana|Popular Permanente|Presencial|Vespertina|Educación Básica y Bachillerato|Mestiza|NULL|NULL|||Terrestre|26|0|Activa
07H01484|JOSÉ MARÍA VELAZ|07|EL ORO|0707|HUAQUILLAS|070701|ECUADOR|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05||||Fiscomisional|COSTA|Hispana|Popular Permanente|A Distancia|Matutina|Educación Básica y Bachillerato|Mestiza|NULL|NULL|||Terrestre|146|7|Activa
07H01466|VALLE HERMOSO|07|EL ORO|0714|LAS LAJAS|071401|LA VICTORIA|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C07_08||0|Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Vespertina|Educación Básica y Alfabetización P.P.|Mestiza|No aplica|No Aplica|NO|0|Terrestre|13|1|Activa
07H01338|CASA COMUNAL PARROQUIA LA LIBERTAD|07|EL ORO|0714|LAS LAJAS|071451|LA LIBERTAD|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C07_08||0|Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Nocturna|Educación Básica|Mestiza|No aplica|No Aplica|NO|0|Terrestre|12|1|Activa
07H01271|HECTOR LARA ZAMBRANO|07|EL ORO|0714|LAS LAJAS|071401|LA VICTORIA|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C07_08||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|6|1|Activa
07H01272|NICOLAS VALDANO RAFFO|07|EL ORO|0714|LAS LAJAS|071401|LA VICTORIA|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C07_08||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|38|4|Activa
07H01273|EUGENIO ESPEJO|07|EL ORO|0714|LAS LAJAS|071401|LA VICTORIA|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C07_08||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|291|21|Activa
07H01275|MAYOR  ALFONSO NEGRETE|07|EL ORO|0714|LAS LAJAS|071401|LA VICTORIA|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C07_08||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|9|1|Activa
07H01276|CIUDAD DE LOJA|07|EL ORO|0714|LAS LAJAS|071401|LA VICTORIA|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C07_08||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|198|8|Activa
07H01278|LUIS FELIPE SANCHEZ|07|EL ORO|0714|LAS LAJAS|071451|LA LIBERTAD|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C07_08||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|7|1|Activa
07H01279|3 DE NOVIEMBRE|07|EL ORO|0714|LAS LAJAS|071451|LA LIBERTAD|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C07_08||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|6|1|Activa
07H01280|HONORATO VASQUEZ|07|EL ORO|0714|LAS LAJAS|071451|LA LIBERTAD|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C07_08||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|3|1|Activa
07H01281|FRANCISCO ARCELLES TALLEDO|07|EL ORO|0714|LAS LAJAS|071401|LA VICTORIA|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C07_08||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|4|1|Activa
07H01282|PROVINCIA DE TUNGURAHUA|07|EL ORO|0714|LAS LAJAS|071452|EL PARAISO|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C07_08||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|27|3|Activa
07H01284|TENIENTE RODRIGUEZ|07|EL ORO|0714|LAS LAJAS|071452|EL PARAISO|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C07_08||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|2|1|Activa
07H01286|DOLORES CARREÑO DE MORA|07|EL ORO|0714|LAS LAJAS|071452|EL PARAISO|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C07_08||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|25|2|Activa
07H01287|DR. LAUTARO CASTILLO RAMIREZ|07|EL ORO|0714|LAS LAJAS|071452|EL PARAISO|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C07_08||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|6|1|Activa
07H01288|BATALLON MONTECRISTI|07|EL ORO|0714|LAS LAJAS|071453|SAN ISIDRO|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C07_08||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|4|1|Activa
07H01289|JUAN LEON MERA|07|EL ORO|0714|LAS LAJAS|071453|SAN ISIDRO|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C07_08||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|151|14|Activa
07H01339|LA VICTORIA|07|EL ORO|0714|LAS LAJAS|071401|LA VICTORIA|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C07_08||0|Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Vespertina|Educación Básica y Alfabetización P.P.|Mestiza|No aplica|No Aplica|NO|1|Terrestre|14|1|Activa
07H01199|DR. JOSE MARIA VELAZCO IBARRA|07|EL ORO|0714|LAS LAJAS|071451|LA LIBERTAD|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C07_08||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|25|2|Activa
07H01200|PROVINCIA DE ESMERALDAS|07|EL ORO|0714|LAS LAJAS|071451|LA LIBERTAD|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C07_08||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|10|1|Activa
07H01206|JORGE YEPEZ CARRANZA|07|EL ORO|0714|LAS LAJAS|071451|LA LIBERTAD|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C07_08||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|21|2|Activa
07H01213|TENIENTE GUSTAVO LEDESMA  VASQUEZ|07|EL ORO|0714|LAS LAJAS|071452|EL PARAISO|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C07_08||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|10|1|Activa
07H01222|10 DE AGOSTO|07|EL ORO|0714|LAS LAJAS|071453|SAN ISIDRO|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C07_08||0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|3|1|Activa
07H01194|RED  PLATANILLO|07|EL ORO|0714|LAS LAJAS|071401|LA VICTORIA|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C07_08|SI|0|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|255|18|Activa
07H01477|VICENTE  MAYA|07|EL ORO|0714|LAS LAJAS|071401|LA VICTORIA|Zona 7|ARENILLAS – LAS LAJAS – HUAQUILLAS|07D05|07D05C07_08|||Fiscal|COSTA|Hispana|Popular Permanente|A Distancia|Matutina|Educación Básica y Bachillerato|Mestiza|NULL|NULL|||Terrestre|98|5|Activa
07H01321|VOLUNTAD DE DIOS|07|EL ORO|0701|MACHALA|070104|NUEVE DE MAYO|Zona 7|MACHALA|07D02|07D02C01_02_03_20||0|Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Vespertina|Educación Básica|Mestiza|No aplica|No Aplica|NO|0|Terrestre|30|1|Activa
